,text,labels
328,최악의 애니메이션 지루하고 재미없고 스토리마저 진부하다,0
329,좋은 의도와는 다르게 불쾌한 표현법,0
330,줄리아로버츠 귀여운 연인은 이거보다 5년전꺼다,0
331,신선하네",0
332,예술가로써의 한 사람의 인생과당시 시대적 상황을 질 느낄 수 있었던 명작,1
333,관객수가 너무 아쉬운 영화 베테랑보다도 더 류승완 감독의 역작이고 더 강한 악역이다,1
334,한창 핵펭귄이 남북 거짓 평화로 전국민을 속이던때 만들어진 영화,0
335,지금 티비에서 하는데 못 보겠다,0
336,여자애 한명이잘 못해서 몇명이 죽는거 답도없다,0
337,성룡의 헐리웃작 중 단연 최고지 ㅋㅋㅋ,1
338,안습,0
339,감독의 의도를 전혀 알아차리지 못했다,0
340,하나님이 가정을 온전히 만든다 진리이신 분이 만든영화 눈으로 만보지 말고 마음으로봐라,1
341,2편도 나름 흥미진진한데 핀헤드가 죽은게 좀 아쉬운 점이랄까,1
342,국산 코미디 영화중에서 난 신라의달밤이 제일 좋았음 뭔가 푸근하고 따뜻함,1
343,최악이다 영화보다가 잠오긴첨임 지루해둑을뻔,0
344,탄탄한 배우들 될고 머하는 건지,0
345,영화가 점점 끝을 달려 갈수록 몰입도가 더 높아진 영화는 이번이 처음이네요,1
346,결국 감독 자신이 하고 싶은 의견을 지존파 핑계삼아 하려고 한듯 지존파 살인은 정당화하고 정부탓이 였다는 사회탓이라는,0
347,사실여부를 떠나 알고 왔던 아더와 너무 매칭이 안돼더라 원탁기사중 실제 검술 최고수는 랜슬롯으로 알고 있는데 트리스탄보다 못하고 싸우는 검술은 마치 중국검술 흉내낸거 같은게 그리고 란슬롯이 실제는 쌍검였나 너무 매칭이 안대 하튼 기네비어역도 미스,0
348,대한민국 영화 수준의 평균치를 하락시키기에 충분한 C급 영상물,0
349,0점은 없나,0
350,재밌는데,1
351,재미없다 기대 완전 했는데 완전 못함 실망,0
352,종착역 없는 인생의 대유 트레비스는 단지 흘러간다,1
353,돈과 시간이 아까운 영화,0
354,네러티브는 하나도 없는 예쁜 음악 동영상 취미로 영화만드는 것은 이걸로 끝나길 잘하는 음악에 올인하길,0
355,배우들의 연기는 좋았는데 뭘 말 하려는 건지,0
356,학위 위조성범죄자 문제자들만 모아서 영화찍음 왜 그랬으까 제작비 아끼려구 패자부활전 하냐,0
357,솔직히,0
358,완전 재미있어요 애들도 보기에 알맞는듯,1
359,잔인하기도 하고 무서웠어요 탑은 멋있더라구요,0
360,무섭지도 않고 기분만 나쁘고 쩝,0
361,군더더기 없는 깔끔한 그러나 강한 메세지 전달 뜻밖의 참좋은 영화,1
362,이 영화는 최고다 그냥 최고야 그런 줄 알아,1
363,그랜드 부다페스트 호텔과 시리즈 같네 캐스팅이 아까워,0
364,빨리 감기해서 봤음 투자비는 많이 들었을 것 같은데 영화사 망했네 ㅎ,0
365,도대체 뭐가 재밌다는건지 모르겠네요 무슨 아이언맨 시리즈의 개그도 뛰어넘는다 하는데 어디서 웃어야할지도 모르겠고 내용도 뭔지 뜬금없는 히어로 놀이는 또 뭔지 왜 이렇게 평점이 높은지 모르겠습니다,0
366,왜 극을 끌어가는 중심있는 캐릭터가 있어야 하는지 알게 된 영화 살인마와 대적하는 그리고 사건을 해결하는 인물이 없고 그리고 왜 마지막에 다 탈출 해놓고 나서 잡히고 죽임을 당하는지 이해할수가 없다 대체 조달환 정유미는 왜 나옴,0
367,진짜 리얼 개 쓰레기 영화 다 보고 나면 정말 찝찝해지는 영화 절대 보지마,0
368,비록 로봇이지만 점차 인간의 감정을 가지고 자신에 대해 고민하면서 결국 인간이 되어 죽는 앤드류의 모습내가 봤던 영화 중에서도 최고의 감동을 선사한 영화,1
369,영구와 땡칠이 시리즈는 레전드 영화다,1
370,초딩 때 친척형이 비디오로 빌려와서 봤던 기억이 난다 너무 재미 없었다 근데 나중에 우연히 다시보니 재밌더라 그 땐 왜 그렇게 재미가 없었을까 98년이면 내가 초등학교 2학년 때니까 사촌형이 당시 나름 최신 비디오를 빌려온거 같다,1
371,지루할만큼 고요하고 서글픈 시선속에 머문 깊은 성찰과 사색,1
372,영화 진짜 보고 펑펑 울었습니다 , 너무슬픈거 같아요 ㅜㅜㅜ",1
373,누가 더 혀짧은가 내기하면 박빙일것같다,0
374,애 둘 딸린 심은하의 그 눈부신 미모 아름다운 영상 메인 주제가,1
375,3기 나오겠죠 아직 안풀린 이야기들이 많은데 극장판은 정말 시간가는줄도 모르고 봤네요 역시 싸패,1
376,개노잼 뭔가 스토리도 부족하고 다이상함 진짜,0
377,답없네 뭐하는건지,0
378,절망과 슬픔 속에서도 자신을 챙겨야만하는 삶의 잔인함을 거부한 비참함에 대하여,1
379,페이스 허거 같음 ㅋㅋㅋㅋㅋ,0
380,시간이 흘러도 퇴색되지 않는 맛이 있는 영화,1
381,진짜 어마어마한 여운을 주는 멜로 영화에요 ㅎ,1
382,소피마르소와의 말같지도 않은 불륜이 내용 다 망침 물론 실제 역사에는 그런 똥같은 이야기는 전혀 없었음 주인공 죽을때 공주는 10살이었음 한마디 만약 미국인과 맞서 싸우는 아메리칸 원주민의 자유 투쟁기였으면 절대 아카데미상 못 받았음,0
383,훈훈하고 따뜻한 부정을 느낄수잇엇음,1
384,잼,1
385,전 정말 재미있게 봤습니다,1
386,어딘가에서 일어나고 일일것같은 느낌이 강하다 우베볼이 이런 영화를 만드는 이유는 누군가 실제로 따라 했으면 하고 바라는것 같은데 정장 월가 있는 애들이 보면 웃겠지,1
387,림프비즈킷의 OST만 10점 개봉 당시 극장에서 봤는데 영화내내 오우삼 쥑이고 싶었던 ㅋㅋ,0
388,견자단 대박 엽문 시리즈는 계속된다,1
389,정말 오월의 멜로는 정말로 보고보고 또봐도 계속 보고싶은 영화순위 1순위다 하 늦은 밤이라 그런지 야릇한 느낌이 들었다,1
390,흥미롭게 봤어요 여배우들 이쁘네요 반했음,1
391,스토리 액션 그래픽 머 하나 건질게 없는 망작 그냥 게임으로나 즐기셔,0
392,그냥 레전드다 레전드,1
393,평론가 명치를 겁나 때리고 싶다 정말 이 영화 재미없을거라 생각했는데 재미도 있고 내 인생에 도움이 가장큰 영화입니다 본인이 깨달고 싶으면 꼭 보세요 인생을 바꿔줄겁니다,1
394,키아누 리브스 최고의 액션 영화,1
395,소재가 아름다운 영화 다소 아쉬운 부분들이 있는 이유는 이 영화는 영화스러운 극적 로맨스보단 좀 더 사실적으로 한 남자의 마음과 시선을 말하고 싶었기 때문 아닐까,1
396,영화평론가는 아니지만 좋았다 한번보고마는 영화가 아닌 울림이있는영화,1
397,역시 효느 역시 재밌다 ㅋㅋㅋ 재탕중.,1
398,4대강,1
399,간첩색휘들 애쓴다 밥은 먹고 다니냐,0
400,좀 검증된 애들좀 출현시켜라 이탈리아 특집 장난하냐,0
401,아 정말짜증나네 절때 보지말껄 욕나옴,0
402,슬프다 ㅠㅠ,1
403,최악의 환경속에서 이런 만화라도 만든사람들에게 경의를 보낸다,1
404,What is this movie for,0
405,여운이 엄청 길게 남는영화 이이경을 사랑하게하는 영화,1
406,이딴게 한국 영화라니,0
407,짜가인가 이게뭐여 뭔,0
408,굿 10자 이상 가나다라,1
409,짱이다 ㅎ 혼자자식 키우며 살아온 엄마 그의 아들 힘들게 살아오면서 서로 예민해지고 날카로워질때도  잇엇지만 결국 가족 ㅎ 아빠라는 사람도 생각보다 최악이 아니고 여자는 확실히 요구하면 도와준다는 그말이 왠지 짠하게 와닿는다 ㅎ 나혼자 괜히 끙끙거리지 말 이런 단순한생각이든다,1
410,CG도 별로고 전개도 별로고 연기도 별로고 한마디로 재미없다,0
411,번지수 잃고 갈팡질팡,0
412,Yesterday when i was young,1
413,너무 사랑스럽고 감동적인 영화 정말 좋앗어요,1
414,최고의 영화,1
415,13년전 영활 다시보니 공효진 코평수줄이고 콧대높였네 완전 못생겼어 ㅎㅎ 호 권상우는 화산고때 왼쪽 팔자 심하더니 지금 사라지고 더 잘생겨졌고 장혁은 멋지게 늙었네 ㅋㅋㅋ 다시보니 웃겨,1
416,말랑말랑,0
417,공부 열심히 합시다 공부 안하면 저런 OO인생 삽니다,1
418,그냥 최고다,1
419,전쟁 이후의 아픔을 잘 그린 영화 마지막 장면이 압권 유대인줄 알아 더럽게 여기나 도움이 필요하니 동행했던 토마스에게 더러운 유태인이라고 말한 장면 그러나 유대인인 척한 사실 유대인 가족사진을 보면서 미묘한 감정들을 사슴인형을 밟아까며 대변한다 므찐영화 ^^,1
420,오랜만에 동화다운 동화를 본 기분이다,1
421,감사합니다 정말로 감사합니다,1
422,걍 둘다 변태,0
423,샤넬의 인생과 성공이 아니라 샤넬과 그의 남자들,0
424,영화가 내용이 없다,0
425,십수년의 세월을 찰나의 순간처럼 찰나의 순간을 영원한 기억으로 남기는 시간의 상대성 이론에 관하여,1
426,니노의 이중인격 연기 두근거리네요 ♥,1
427,보다가 울컥핫 영화 재미도 있고 먼가 감동적임,1
428,열정만으로 돌진하고 싶게 만드는 영화,1
429,연기력에서 유혹하지 못한다,0
430,난감하다 재미도 없고 세상을 깜짝 놀라게 하는 센세이션도 없다,0
431,아무리 노력했어도 차이나타운을 대놓고 베낀 것은 용서가 안됨,0
432,신화 화이팅 에릭 화이팅 모두 힘내요,1
433,엔딩이 넘 슬퍼요,1
434,영화관에 가서 보면 더 좋았을걸 어린시절로 돌아간 느낌이들어 만감이,1
435,정말 최고였어요 ㅠㅠ 이민정씨와 신하균씨 연기 너무 좋았어요,1
436,몇 안되는 재밌게 본 영화,1
437,교양시간에 보고 좀 충격먹은 영화 마지막에 너무 슬펐다 빨갱이라 소리지르던 몬초가 갑자기 다른 단어를 말한건 선생님에 대한 그리움 미안함 슬픔이었을까 몬초가 마지막에 좀 울먹인거 같기도 하고,1
438,잘 봤습니다,1
439,안무서워 귀신이 애기라 그런건지 그냥 깜놀하기만할뿐이야,0
440,뭐하자는건쥐 모든 것이 다 어설프고,0
441,배우들의 따뜻한 연기도 일상의 힘겨움을 그리는 현실감도 다 좋았어요,1
442,남자배우들 정말 미스캐스팅 연기력 안습 조은숙 김유미 연기땜에 참고 봤다,0
443,1차 세계대전 中 피고 진 청춘들 무기와 기술력은 20t세기 전쟁을 일으킨 정치인들과 전쟁을 지휘하는 고위 장교들의 생각은 19세기,1
444,책과는 분명히 다른시선 괜찮네요,1
445,내가 이거 왜 봤지 싶은데 한예슬이랑 김태희 나와서 본 듯 적월도 개 쌤,1
446,솔직히 6점때가 뭐냐 약간 더러운 장면만빼면 7.5정도다,1
447,와 이연서님 신인답지 않은 연기력 잘 봤습니다 다음 작품에서 또 뵙길 바랍니다,1
448,반전이 전부가 아닌영화 몇 번을 봐도 또 보고 싶은 영화,1
449,피해자만 있고 피의자는 없는",1
450,개답답 먼주인공이 지혼자 복수도 못함 주변에서 해주길바라는 민폐녀 아직도 끌려다니고 ㅡㅡ,0
451,신선한 소재 화끈한 액션 스피디한 전개,1
452,이 영화의 3박자는 디테일이었다 정말 시가전의 퀄리티는 완벽했고 남자의 사랑에 대한 묘사 작중에 한석규는 누군가를 사랑하는 마음은 정말 디테일이 대단했다 마지막 얘기의 완급조절이 완벽했다 이 영화가 정말 멋졌다,1
453,탕웨이찡 그녀 만으로도 10점주기에 충분하다,1
454,감동적인 영화다,1
455,당시 대박쳤던 영화 괜찮다,1
456,억지스러운 시나리오 지루한 전개 1편 보다 못한 구성등 2편은 안나오는게 나았다 망작 배우들이 영화보는 눈이 없어서 안타깝다,0
457,ㅋㅋㅋㅋㅋㅋㅋㅋ 반도 안되는 영화,0
458,이 영화가 평점이 높은 이유를 모르겠어 ㅡ.ㅡ,0
459,평생 기억할만한 영화 정상적인 소재는 아니지만,1
460,요즘 상황 보고 이 영화가 생각났다,1
461,많을 것을 생각하게 만드는 영화입니다 마지막에 사람들이 짐승으로 보이고 아수라가 사람같아 보였습니다,1
462,진짜 재미 없는 영화 공통점 스포츠 영화 군대 영화 자막 나오는 영화,0
463,로버트 드니로의 광기의 복수 연기를 만끽할수 있는 수작 서스펜스 스릴러물,1
464,감동 감동 감동의 도가니탕,1
465,세계 어디서나 정치 경제 문화 사회 전반에 걸쳐 변화가 절실한 상황이지만 변화를 가져올 방법이 없다는게 함정인 것 같다,1
466,귀여운 벤지 똑똑한 벤지 예쁘고 귀여운 친구 압삘럽 ㅎ,1
467,당시 개봉날 보고 울면서 나왔다 돈아까워서 ㅋㅋ,0
468,정말 최고의 영화,1
469,잔잔하게 숨막히는 영화 연출이 대단하다 곳곳에 숨어있는 복선 치밀하다 싶을정도로 섬세한 감정표현 거기에 김영애의 연기까지,1
470,once upon a dream,1
471,시나리오 연출 연기 어느것 하나 갖추지 못한 시간이 넘 아까운 억지 싸구려 중국 신파 경극,0
472,거부하는 몸짓으로 저 하늘을 ^^,1
473,그만 빙빙돌리고 밝혀지게하면 안되나요 ?보려다 아직도 질질 끌어짜증나 안봄 여기서 또사고터져 또 질질끌면 진짜 짜증날듯 빨리빨리밝혀질건 밝혀지면서 반전이 있든지 작가님 이 드라마 사랑하고 잼있는데 넘끌어 짜증나요,0
474,졸면서 봤다 왜이리 평정이 높은겨 내용도 별거 없고 아오 감수성 영화냐 이거,0
475,기대하지 않았던 영화의 아름다움이 밀려온다 꽤 괜찮다았던 영화,1
476,진짜 한번만더 이런 영화 상영하면 용서하지 않는다 지금 영화보면서 카톡하고 잇음 아놔 진짜,0
477,살아는 있지만 생동감을 잃은 박물관,0
478,노땅들의 한심한 추억미화,0
479,어릴적에 눈물흘리며 웃던기억에 간신히 찾아 다시 봤네요 ^^,1
480,인종차별과 유괴라는 두주제의 불협화음,0
481,고명환이 연기가 쩌냐 아니면 돈이 없어 쓴거냐 후자라면 볼가치가 없는 영화,0
482,속편에서는 주인공이 전작처럼 앨빈의 밴드였으면 좋았을 것 같다 캐릭터 추가로 더이상해진듯,0
483,혼자 보긴 너무 아깝다 2004년 올해의 영화,1
484,마지막 결투씬 최고 ㅋㅋ 폭풍 눈물에 팝핀현준 할아버지 ㅋㅋㅋ,1
485,ㄵ 5점대 ,0
486,좋아 상술최고 아니 선거술 최고,1
487,쓰레기 함부로 버리지 맙시다,1
488,글쎄 나와는 안 맞는 성향의 영화 중 하나 OST는 들을 만함,0
489,즐,0
490,막장도 재미가 있어야 보지 재미도 없고 짜증만 남남녀주인공이 어울리면 참고 보겠는데 진짜 안 어울리고 웬만하면 다 재밌게 보는데 진짜 내가본것중 제일 최악이였음 무튼 주인공들부터 시작해서 성격 개 이상함 조기종영이 답이다,0
491,줄리델피는 나이가 들수록 멋지다,1
492,내가 본 일드 중 쵝오 >0<,1
493,역시 명작은 명작이다,1
494,글쎄요 뭐랄까 영화 제목을 잘못 보고 착각한 내 잘못이랄까,0
495,그냥 기독교 영화네요 좀 더 깊이있는 내용을 기대했는데 실망입니다 영화도 뭔가 엉성해요,0
496,그냥 책으로 읽는게 더 절절하게 다가온다 영화는 내용을 너무 비약하고 삭제해서 행간을 잃어버렸다 책에서 꽉 찼었던 느낌과 반대로 모든 것이 엉성하다,0
497,너무나 감동적인 영화,1
498,스킨헤드성님들이 이 영화를 싫어합니다,0
499,자동차 매니아인 나의 평점은 5점 이하 속았다 아오,0
500,나 이거 보고 인형 절대안삼,1
501,정체성은 사치인가,0
502,나이먹은 아저씨들이 일찐 놀이하는 영화 개 엿겹다 알바풀었냐 현실감 개진짜 개제로,0
503,남극은 왔는데 그만 길을 잃었다 오르지 못할 곳은 오르는 것이 아니다,0
504,재밌음 귀엽고 신남,1
505,포스터는 진심 개쩐다 엑소시스트를 능가하는 공포물 같지만 실상은 처키보다 못한영화,0
506,시청률 44%는 개뿔 존11나 재미없어 이제보니 MBC가 사극 너무 못만드네,0
507,요즘 재방보는데 넘 재밌는데 왜 시청률은 저조했을까 싶네요 둘다 귀요미,1
508,연출 연기 영상이 아름다운 영화입니다 저예산 영화인 관계로 스펙타클은 부족하지만 한국 영화계에 새로운 바람 희망 다크호스가 될것임을 믿습니다 많은 응원 부탁드리고 벌써부터 일찍 관람해 주신분들 진심으로 감사합니다 New hope,1
509,평점이 왜 이렇게 낮지 난 이거 또 다운받고 있다 3번째 정말 잼있던데 끝에 견자단하고 대빵하고 싸울땐 정말 가슴이 뜨거워졌다 난정말로 잼있게봤다 최근댓글이니 내가 알바아닌줄은 알거다,1
510,이게 어떻게 평점이 낮을수가 있지,1
511,블랙코미디 조롱 대상이 우린데 기분 드러워서 점수 주겠냐 성기 노출 등으로 어그로나 끌고서는 ㅉㅉ,0
512,촌동네 조폭삼류영화 가끔씩 툭툭들이미는 유머도 영쌩뚱맞구 촌스럽기까지하다,0
513,10점 만들기,1
514,스타뎀 형님의 얼굴에 먹칠을 한영화,0
515,헐 남자 몸매보면 기분 좋나,0
516,안봐도 별점 한개 주고싶은 10류 영화 같다 ㅋㅋ 심형래 아저씨와 동급 감독인듯 ㅋㅋㅋ,0
517,정말 완벽했다 최고의 영화중에 꼽히는 영화,1
518,조잡하고 유치한 저예산 3류 B급 영화다 스토리에 깊이감도 없고 전체적으로 루즈하다,0
519,진짜 뭐냐 민국이나 지아는 더빙 더이상시키면 안되겠네 더빙이 얼마나 중요한데 이런애들을 시켜 데뷔도 안한 애들을 연예인이 해도 뭐라고하는판에,0
520,그냥 재미가 없어요 ㅠㅠ,0
521,쇼를 해라 쇼,0
522,중심이 약하니 언저리 가지고 무리한 승부수를 띄운다,0
523,주연배우들의 이름만 기억에 남,0
524,그냥 안보는게 이득,0
525,키기 키기 키기 키기 키기,0
526,박얘쁜 빠수니 죄다 OO 없어져버려,0
527,진짜 짜증나는 영화,0
528,불은 잘 보이지도 않고 사람 죽어나갈 때는 엄청난 웅장한 음악만 나오고 전혀 마음에 와 닿지 않는 설정들,0
529,망작,0
530,상당히 재밌게 봤습니다,1
531,내 코끼리 내놔가 더재밌음,1
532,코믹은 코믹으로 봐라 패러디하고 카메오들보는 재미도 있다,1
533,유치짬뽕이네 딱 초등3학년 영화다 초등학교 자녀 있는 가족분께 추천함,0
534,후속 지금이라도 나와라 한국애니 좀 살려보자,1
535,EBS를 통해 봤는데 정말 재밌게 잘 봤어요 요 근래 본 영화 중 최고인듯,1
536,기대않고 봤는데 찰지게 만든 토종느와르네 흥미진진하다,1
537,성인영화를 가족영화로 만드려하는 멍청한 자막제작자가 마음에 안들어서 1점,0
538,일본인 특유의 어색한 연기 여주인공 연기 너무 못해,0
539,전반적으로 무거운 느낌의 영화네요 가비의향과 맛처럼 씁쓸함이 느껴집니다 장윤현 감독님께서 커피 부분에 관해 신경을 쓰시다보니 연출 부분에 있어서 좀 미흡하지 않았나 싶고 배우들 연기력은 괜찮았습니다,1
540,전작보다 100 재밌다 배우 내용 모두 세련됨,1
541,진지하고 무거운 소재를 경쾌하고 재미있게 만들었다,1
542,유럽 작품상 탈만한 유럽에 중요한 얘기 또한 픽션,1
543,풍정정은 어케된거지 ㅋㅋㅋ 과도한 압축으로 개연성없지만 배우들이 호화로워서,1
544,이 영화 구성좋다는 분들 ㅋㅋ 아마 친구랑 같이 영화보고 님들이 영화 좋다고 재밌다하면 같이본 친구들은 이해하지 못할겁니다 ㅋㅋ 진짜 최악 최저 스토리 주인공 행동 개연성없음 캐릭간의 이해관계 최악 ㅋㅋㅋ CIA갘 ㅋㅋ 이렇게 허접하게 표현된 영화 간만이라능,0
545,이젠 그만 보고 싶은 막돼먹은 스토리텔링,0
546,말이 필요 없다 로맨스 싫어하는 내가 봤을때 기절할 것 같았어 ㅜㅜㅜㅜ,1
547,제 취향적 이고 우울한 마음을 완전히 날려버리고 슬픈내용을 본뒤 마음을 정화시켜주네요,1
548,영상미가 역시 최고네요,1
549,끙,0
550,역시 한국영화는 보지말아야돼,0
551,괜찮은 영화,1
552,요즘 재밌음,1
553,소재는 참 좋아서 삼점준다 제작된 영화는 공포도 스릴러도 아닌 본분을 잊은 드라마아닌 드라마 같은 느낌이다 연기 연출은 괜찮았다 다만 시작부터 끝까지 지루할 뿐이다 또 어떤 장면들은 살짝 유치했다,0
554,남자인데 보는내내 울었다 딸 낳으면 잘해줘야지,1
555,안타까울뿐 안타까울뿐,0
556,영웅은 사람들이 원하기 때문에 만들어지는 또다른 희생자다,1
557,그냥 평작 욕까진 안 나오고,0
558,극장가서 안본 내머리를 깨버리고 싶네요 제인생 최고의 영홥니다 키이라 작품 중에서도 최고일듯 알럽키이라 ♡♡,1
559,중고생들의 마마추어 포르노,0
560,비디오 물이냐 동시상영물이냐 넌 정체가 모냐,0
561,이건 말로 설명할 수 없는 유치함이다. 진짜 필름이 아깝다,0
562,이승연의 강렬함이 묻어나는 영화 그러나 홍경인은 너무 불쌍하게 나옴,1
563,드릴브라 에서 뿜었다,0
564,2% 부족한 영화가 아닌 98% 부족한 영화감동이 있다길래 참고 끝까지 다봤는데 진심으로 이렇게 재미없다고 느끼는건 처음,0
565,계몽영화의 한계를 고스란이 답습한다,0
566,우와 정말 오랜만에 통쾌하게 웃었네요 ㅎㅎ 내일이 기대됩니다,1
567,청춘에는 마침표가 없다,1
568,세얼간이 아줌마 나와서 한번 본건데 실망 신선한 반전을 주고 싶었나 본데 개연성도 없구 뭐이런,0
569,좋은 소재에 만족할 연출,1
570,심혜진이 나와서 겨우 저정도라니 실망이다,0
571,아들놈은 끝까지 아빠한테 미안한 감정 없어 ㅠ 소재가 신선했는데 영화 자체는 메시지도 모호하고 스토리가 짜임새 있지 않은 것 같다,0
572,창업을 꿈꾸는가 좋은 아이템이 있어 사업을 하려하는가 그렇다면 기를 쓰고 이 영활 보기바란다 그 멀고 험한 여정에 스승이 될것이요 지침서가 될것이다 혹은 단념에 도움이 될지도 참 오랜만에 박장대소하며 본 독립영활세 ★,1
573,슬픈 액션영화치고는 실망이 크다 부자간의배신과 원망으로 끝나는 것이 너무 허무하다,0
574,EBS 명화에서 이거보고 움 진짜 감동적,1
575,낰였다 티 프리미엄 ㅡㅡ 인간적인 면이 쫌 맘에 들어서 2점줬다 근데 진짜 이선균 정재영 김상중 연기파배우들 불러노코 이딴 쓰레기 영화 찍냐 ㅡㅡ 진짜 영화보는데 계쇠 지루하고 괴로웠다 ㅡㅡ,0
576,너무나 따뜻하고 감동적인 영화,1
577,C급영화도 안되는 일점도 아깝다 네이버는 마이너스 점수도 만들어 달라,0
578,스토리의 부진은 액션의 재미까지 반감시킨다,0
579,누구나 낄수 ㅆ느덕을 영화화함 굿,1
580,시종일관 오락가락 말하고자 하는게 뭔지 모르겠다 감독자기만의 세계에 빠져 만든 것 같은 영화,0
581,왠지 모를 색다른 감동을 주는 영화이다,1
582,전주영화제에서 봤었는데 넘 늦게 개봉한 듯 종교와 업에 대해 한번 더 생각할수있게 만든영화 저예산으로 만들었으나 감독의 노력이 느껴져 큰박수를 보내고 싶다 화이팅,1
583,보는내내 웃었습니다 재밌네요,1
584,1,0
585,사랑에 상처받으면 다시 치유될수 있을까 하는 생각이 드는 영화,1
586,극장가서 본영화중 쓰디쓴 아픔을 처음으로 느끼게해준 퍼스트,0
587,최고 더 무슨 평가가 필요한가 탑,1
588,자신의 삶에 대해 다시 한번 생각하게 하는 영화,1
589,알바놈들 양심도 없냐 멀 보고 십점주는거냐,0
590,90년도로 돌아가게 해준다는 ㅡㅡ,0
591,끼워 맞추기 개쩔던데 반전 하나 보고 와 하는 인간들 이해 불가,0
592,우웩 개랑 무슨짓을 했길래 후세가 태어나 일본놈들 진짜 정신상태 이상하네,0
593,4,0
594,이 영활 보고나면 흐뭇해진다 영화는 한국이 더 잘 만든다는 걸 느끼게 되니까,0
595,지들이 뭔데 대우를 까냐,0
596,재밌고 짠하고 그게 매력입니다,1
597,와 ㅠㅠ 내 머릿 속 지우개 이후에 진짜 슬픈영화였어요 ㅠㅠ 마지막에 눈물폭발 ㅜㅜ 오늘이후에도 또보고싶네요,1
598,월요커플 짱짱 덕분에 아주 재미있게 보고 있습니당,1
599,007 터키특집 액션은 스키추격이 기억에 남고 소피의 소피에 의한 소피를 위한 시리즈 로저무어 시절보다 재미는 조금 떨어진다,1
600 수많은 최루성 멜로는 여기에서 ,1
601 내평생 최고의 걸작 현실 건너편 세계를 잠시 엿본듯한 느낌,1
602,내 인생 최고의 영화,1
603,진짜 추천해요 ^^,1
604,포스터가 사기 너무 현실적이어서 배우들은 심각한데 빵빵 터지는 화성남 금성녀 아 슈발 지는 혼자 내리면서 본전 생각에 담배 피는 남편,1
605,머가 마술이라는거야 나 죽기전에 외계인만나볼수나있을지,0
606,참 재밌는 영화 ㅎㅎ,1
607,빨리좀 끝나라 으이그 처음엔 재밌는 줄 알았는데 이게뭐야 이리 재미없다,0
608,극에 전혀 몰입 안되는 장면 이어붙이기식 단순 진행 연출력이 형편없음,0
609,자막 제작자가 써놨듯이 막장임,0
610,그리 무서운 수도승이 물에 쉽게 떠내려가네,0
611,이게 왜 주온보다 평점이 높은지 이해가 안 간다 이 영화 맨처음 여배우가 물대포쏠때부터 웃겻다 포스터가 더 무섭다 영화상영시간내내 포스터만 보여줘도 충분히 지린다,0
612,진짜 신기하다라는 말밖에 안나와,1
613,좋은 배우들을 데리고 작품의 부족함,0
614,아니 왜 5점대라니 근래에 본 다크 히어로무비 중에서 최고였어요 아주 그냥 고스트라이더에게 걸리면 스치면 사망인거에요,1
615,묵직하게 시작해서 우습게 끝남,0
616,내용 전개가 엉성하고 지루할 정도로 재미가 없슴,0
617,돈뭉치로 싸대기 명장면이다,0
618,2.2고고하자 ㅋㅋㅋ,0
619,쓰레기영화,0
620,너무 일찍 슬픔을 알게된 제제가 안쓰럽다 책으로 읽고도 눈물이 났는데 영화도 마찬가지다 어린 나이의 제제는 슬픔을 너무 일찍 알아버렸다,1
621,정말 비디오마저 돈주고 보고 아깝다 최악,0
622,말그대로 뚝방에서 볼영화,0
623,내 인생 최고의 영화 10년이 다되가는데, 아직도 아련하고 애틋한 기억,1
624,감독 ㅡㅡ 다신 영화찍지마라,0
625,육감적인 섹시한 여인들의 존재 자체가 이 영화의 전부,0
626,영화 첫 도입부 부터 카메라 각도라든지 화질이라든지 겁나 구림 영화 아닌줄 알았음,0
627,진정 좋은 영화란 볼때당시 잼있다 도 있지만 두고두고 기억나고 생각나고 또 한번쯤  보고싶은 이런 영화가 아닐런지요 ㅋㅋ,1
628,박사아들 정시현 정말 멋져요,1
629,1편이 너무좋아서 2편이 너무 묻힌다,0
630,할 말이 없다,0
631,난 별로던데,0
632,이런 영화가 참 좋다,1
633,곳곳에 번뜩이는 아이디어 아기자기한 구성이 돋보이는 수작,1
634,우아 새벽에 보니까 무섭네 ㅠ_ㅠ 미스터리와에로스와 스릴러를 겸비한 영화,1
635,짧지만 정말 재밌게 잘봤어요 윤계상 능청연기 좋구 잘됬으면 하는 생각을 계속 했네요 ㅋㅋ,1
636,에린이 초반에 타던차 현대자동차 프레스토 네요 보면서 추억이 세록세록,1
637,남들이 철학적인 영화라고도 하지만 단순 액션용으로 봐도 이 정도 점수는 나와야된다,1
638,4.444.444.444.444.44,0
639,효과음이 기가막혔던 영화,1
640,솔직히 평점 8점 이상은 되야되는거 같다,1
641,난 강혜정이 일본가서 찍은건가 했네ㅋㅋ 닮은 것 같다는 생각이 들었을 뿐이고,0
642,일본영화 좋아한다면 꼭 봐야할 영화,1
643,진짜 이건 아님 액션영화 좋아해서 액션영화만 다운받아서 꾸준히 본게 벌써 몇년인 사람임 근데 이건 진짴 아무리 점수 잘 줘도 100점 만점에 10점 ㅡㅡ 돈주고 봤는데 너무 아깝다 진짜 ㅜㅜ 그리고 대체 왜 13구역 타이틀을 달고 나왔는지 모르겠음 실망,0
644,가슴이 먹먹하다 뷰욕을 왜 이제서야 알게됐을까,1
645,커스틴 때문에 좋겠다,1
